PROPLetter,PROPTitle,Month,Day,Year,Date,Description,PASS_FAIL,Vote_Counts_Yes,Vote_Counts_No,Percent_Vote_Yes,Percent_Vote_No,Percent_Required_To_Pass,Kind,HowPlaced,Voter_Information_Pamphlet
C,"Hall of Justice Improvement Bonds, $4,600,000",November,6,1973,11/06/1973 12:00:00 AM,"To incur a bonded indebtedness of $4,600,000 for additions to and alteration and reconstruction of a portion of the Hall of Justice Building to provide additional courtrooms and related rooms for the Superior and Municipal Courts.",F,94574,64822,0.53,0.47,66 2/3%,Bond Issue,Supervisors,https://webbie1.sfpl.org/multimedia/pdf/elections/November6_1973.pdf
D,Runoff Election for Mayor,November,6,1973,11/06/1973 12:00:00 AM,To provide for a runoff election for the office of Mayor if no candidate for said office receive a majority vote in the general municipal election.,P,92801,83528,0.53,0.47,50%+1,Charter Amendment,Supervisors,https://webbie1.sfpl.org/multimedia/pdf/elections/November6_1973.pdf
E,"Retirement Benefits, Miscellaneous Employees",November,6,1973,11/06/1973 12:00:00 AM,To provide for an increase in certain retirement allowances of miscellaneous employees.,P,89302,87994,0.5,0.5,50%+1,Charter Amendment,Supervisors,https://webbie1.sfpl.org/multimedia/pdf/elections/November6_1973.pdf
F,City Park Land to Golden Gate National Recreation,November,6,1973,11/06/1973 12:00:00 AM,To authorize the transfer of City real property to the federal government for inclusion in the Golden Gate National Recreation Area,P,131265,43413,0.75,0.25,50%+1,Charter Amendment,Supervisors,https://webbie1.sfpl.org/multimedia/pdf/elections/November6_1973.pdf
G,Residential Rehabilitation Assistance Funding for Loans,November,6,1973,11/06/1973 12:00:00 AM,Authorizes the issuance of bonds to provide funding of a loan program to assist property owners to rehabilitate property in designated rehabilitation assistance areas.,P,103070,67450,0.6,0.4,50%+1,Charter Amendment,Supervisors,https://webbie1.sfpl.org/multimedia/pdf/elections/November6_1973.pdf
H,Fireboat Pilots and Engineers Retirement,November,6,1973,11/06/1973 12:00:00 AM,To include certain pilots and marine engineers of fireboats as members of the Fire Department for retirement purposes.,P,110348,61150,0.64,0.36,50%+1,Charter Amendment,Supervisors,https://webbie1.sfpl.org/multimedia/pdf/elections/November6_1973.pdf
I,Civil Service Testing,November,6,1973,11/06/1973 12:00:00 AM,"Relating to Civil Service procedures involving qualifications of applicants, protests of test items and eligibility lists, duration of eligibility lists, temporary and emergency appointments and dismissal during probationary period.",P,100754,62044,0.62,0.38,50%+1,Charter Amendment,Supervisors,https://webbie1.sfpl.org/multimedia/pdf/elections/November6_1973.pdf
J,"Classroom Aides, Para-Professionals, Civil Service",November,6,1973,11/06/1973 12:00:00 AM,"To exempt with certain exceptions, paraprofessional employees of school districts from the Civil Service provisions of the Charter.",P,93020,69319,0.57,0.43,50%+1,Charter Amendment,Supervisors,https://webbie1.sfpl.org/multimedia/pdf/elections/November6_1973.pdf
K,District Elections of Supervisors,November,6,1973,11/06/1973 12:00:00 AM,Establishes eleven Supervisorial Districts within the City and provides for the election of Supervisors therefrom. Prescribes qualifications of candidates and terms of office.,F,61773,112436,0.35,0.65,50%+1,Charter Amendment,Initiative,https://webbie1.sfpl.org/multimedia/pdf/elections/November6_1973.pdf
L,Thirty hours work for 40 hours pay,November,6,1973,11/06/1973 12:00:00 AM,"To provide for a 30 hour work week at 40 hours pay for City employees, employees of public works contractors, and employees of certain businesses subject to local licensing laws. To establish an enforcement commission and to provide funding for any increase in expenses hereunder.",F,33429,145146,0.19,0.81,50%+1,Charter Amendment,Initiative,https://webbie1.sfpl.org/multimedia/pdf/elections/November6_1973.pdf
M,Childcare,November,6,1973,11/06/1973 12:00:00 AM,"It shall be the policy of the people of the City that low cost, quality child care be made available to all San Francisco children. Child care shall include infant care, pre-school and after school programs. Policy shall be made by the parents and faculties at each center. Funding shall be procured by the City.",P,96454,79883,0.54,0.46,50%+1,Policy Declaration,Initiative,https://webbie1.sfpl.org/multimedia/pdf/elections/November6_1973.pdf
A,Bay Area Rapid Transit (BART) Board of Directors to be Elected,June,4,1974,06/04/1974 12:00:00 AM,Shall the members of the Board of Directors of the San Francisco Bay Area Rapid Transit (BART) District be elected?,P,94020,58641,0.62,0.38,50%+1,Ordinance,Initiative,https://webbie1.sfpl.org/multimedia/pdf/elections/June4_1974short.pdf
B,"Conflict of Interest, City and County of San Francisco Officers and Employees",June,4,1974,06/04/1974 12:00:00 AM,Conflict of interest and other prohibited practices of officers and employees of City and County of San Francisco.,P,103076,40510,0.72,0.28,50%+1,Charter Amendment,Supervisors,https://webbie1.sfpl.org/multimedia/pdf/elections/June4_1974short.pdf
C,"Open Space, $.10 (cents) per $100 of assessed valuation",June,4,1974,06/04/1974 12:00:00 AM,"Shall a tax of $.10 (cents) per $100 of assessed valuation be imposed for 15 years to fund acquisition, development and maintenance of public open space?",F,73971,78055,0.49,0.51,50%+1,Charter Amendment,Supervisors,https://webbie1.sfpl.org/multimedia/pdf/elections/June4_1974short.pdf
D,"City and County offices, open Election Day",June,4,1974,06/04/1974 12:00:00 AM,Shall public offices of City and County remain open for business on state-wide election days?,P,109252,43171,0.72,0.28,50%+1,Charter Amendment,Supervisors,https://webbie1.sfpl.org/multimedia/pdf/elections/June4_1974short.pdf
E,Retirement for those retired prior to 1972,June,4,1974,06/04/1974 12:00:00 AM,Shall the retirement allowance of certain retired miscellaneous employees be increased by recomputing their allowances in accordance with formula now authorized for present employees?,P,96714,54116,0.64,0.36,50%+1,Charter Amendment,Supervisors,https://webbie1.sfpl.org/multimedia/pdf/elections/June4_1974short.pdf
F,Firefighter list E-25,June,4,1974,06/04/1974 12:00:00 AM,Shall applicants who are eligible for appointment to entrance positions in Fire Department from current eligibility list retain such eligibility beyond maximum age for such appointment?,P,110369,36822,0.75,0.25,50%+1,Charter Amendment,Supervisors,https://webbie1.sfpl.org/multimedia/pdf/elections/June4_1974short.pdf
G,"Fire Department, reorganization, Commission Powers",June,4,1974,06/04/1974 12:00:00 AM,Shall the  Fire Commission be empowered to reorganize Fire Department; makes position of Commission Secretary a civil service position; delete and add certain ranks to Fire Department?,P,95536,46552,0.67,0.33,50%+1,Charter Amendment,Supervisors,https://webbie1.sfpl.org/multimedia/pdf/elections/June4_1974short.pdf
H,"Appoint Clerk of Board, E.R.D., County Clerk",June,4,1974,06/04/1974 12:00:00 AM,"Shall positions of Clerk of Board of Supervisors, Director of Employee Relations and County Clerk be filled by appointment rather than by civil service examination?",,68897,76282,0.47,0.53,50%+1,Charter Amendment,Supervisors,https://webbie1.sfpl.org/multimedia/pdf/elections/June4_1974short.pdf
I,Motor Vehicle Fuel Revenues for Mass Transit,June,4,1974,06/04/1974 12:00:00 AM,"Shall motor vehicle fuel revenues be permitted for use in City and County for public mass transit purposes as described in proposed section 1 (b) of Proposition 5 if said proposition is approved by voters on June 5, 1974?",P,108073,40020,0.73,0.27,50%+1,Policy Declaration,Supervisors,https://webbie1.sfpl.org/multimedia/pdf/elections/June4_1974short.pdf
J,"Street Artists, Issued Police Peddler Permit",June,4,1974,06/04/1974 12:00:00 AM,Street Artists. Provides for issuance of a police permit to peddle self made articles on a public sidewalk upon payment of $20.00 annual fee and affidavit to the Tax Collector.,P,81099,70599,0.53,0.47,50%+1,Ordinance,Initiative,https://webbie1.sfpl.org/multimedia/pdf/elections/June4_1974short.pdf
A,"Fire Protection Bonds $4,000,000",November,5,1974,11/05/1974 12:00:00 AM,"To incur a bonded indebtedness in the sum of $4,000,000 for additions to and improvements of the fire protection systems in the City and County of San Francisco.",P,139987,44169,0.76,0.24,50%+1,Bond Issue,Supervisors,https://webbie1.sfpl.org/multimedia/pdf/elections/November5_1974.pdf
B,"Zoning Appeals, Conflict of Interest",November,5,1974,11/05/1974 12:00:00 AM,"In the event one or more supervisors are precluded from voting on a zoning appeal because of a conflict of interest, shall the vote necessary to grant such appeal be reduced to two-thirds of the supervisors not precluded from voting?",P,105177,71163,0.6,0.4,50%+1,Charter Amendment,Supervisors,https://webbie1.sfpl.org/multimedia/pdf/elections/November5_1974.pdf
C,"Voters Pamphlet, Ballot Arguments, Simplification",November,5,1974,11/05/1974 12:00:00 AM,"Shall the Board of Supervisors be empowered to provide by ordinance for the format of the voters pamphlet and for the submission, review, selection and inclusion of arguments in said pamphlet?",P,124674,50525,0.71,0.29,50%+1,Charter Amendment,Supervisors,https://webbie1.sfpl.org/multimedia/pdf/elections/November5_1974.pdf
D,"Supplemental Appropriation, 2/3 (two thirds) vote",November,5,1974,11/05/1974 12:00:00 AM,Shall any supplemental appropriation ordinance containing an item which had been deleted from the budget require a two-thirds vote for approval?,P,117399,54606,0.68,0.32,50%+1,Charter Amendment,Supervisors,https://webbie1.sfpl.org/multimedia/pdf/elections/November5_1974.pdf
E,Appoint Clerk of Board; not Civil Service Examination,November,5,1974,11/05/1974 12:00:00 AM,Shall the position of Clerk of the Board of Supervisors be filled by appointment rather than by civil service examination?,F,81891,96047,0.46,0.54,50%+1,Charter Amendment,Supervisors,https://webbie1.sfpl.org/multimedia/pdf/elections/November5_1974.pdf
F,"County Clerk appointive, not by civil service examination",November,5,1974,11/05/1974 12:00:00 AM,Shall the position of County Clerk be filled by appointment rather than by civil service examination?,F,84485,93062,0.48,0.52,50%+1,Charter Amendment,Supervisors,https://webbie1.sfpl.org/multimedia/pdf/elections/November5_1974.pdf
G,"Fire Department, widows pensions; married after fireman's",November,5,1974,11/05/1974 12:00:00 AM,"Shall the widow of any fireman who was a member of the Fire Department on January 8, 1932, be entitled to a pension if she married said fireman after his retirement but at least one year prior to his death?",P,122333,61027,0.67,0.33,50%+1,Charter Amendment,Supervisors,https://webbie1.sfpl.org/multimedia/pdf/elections/November5_1974.pdf
H,Police and Fire Retirement Allowance,November,5,1974,11/05/1974 12:00:00 AM,Shall the Charter be amended relating to retirement and death allowances payable to or on account of members of the Police and Fire Department?,P,97084,81230,0.54,0.46,50%+1,Charter Amendment,Supervisors,https://webbie1.sfpl.org/multimedia/pdf/elections/November5_1974.pdf
I,"Employee Relations Director, Chief Administrative Officer Appoints",November,5,1974,11/05/1974 12:00:00 AM,Shall the position of Employee Relations Director be filled by appointment rather than by civil service examination?,P,89155,85014,0.51,0.49,50%+1,Charter Amendment,Supervisors,https://webbie1.sfpl.org/multimedia/pdf/elections/November5_1974.pdf
J,Open Space Park Renovation $.10 (cents) per $100 tax,November,5,1974,11/05/1974 12:00:00 AM,"Shall existing parks and recreation facilities be renovated and new parks and recreation facilities be acquired, developed and maintained by creating an open space acquisition and park renovation fund?",P,116653,64408,0.64,0.36,50%+1,Charter Amendment,Supervisors,https://webbie1.sfpl.org/multimedia/pdf/elections/November5_1974.pdf
K,Golden Gate Park structures; 2/3 (two thirds) vote,November,5,1974,11/05/1974 12:00:00 AM,"Shall the Recreation and Park Commission be required to obtain a two-thirds vote of approval by the Board of Supervisors before erecting, enlarging or expanding any structure, other than one necessary for maintenance, in Golden Gate Park?",P,106068,72182,0.6,0.41,50%+1,Charter Amendment,Supervisors,https://webbie1.sfpl.org/multimedia/pdf/elections/November5_1974.pdf
L,Salary Standardization,November,5,1974,11/05/1974 12:00:00 AM,Shall the Charter be amended relating to compensation of officers and employees of the City and County of San Francisco and relating to rates of pay for members of trades or crafts and relating to salaries and benefits of Municipal Railway platform employees?,F,90520,102228,0.47,0.53,50%+1,Charter Amendment,Supervisors,https://webbie1.sfpl.org/multimedia/pdf/elections/November5_1974.pdf
M,Fire and Police Retirement benefits,November,5,1974,11/05/1974 12:00:00 AM,Shall the Charter be amended relating to retirement and death benefits of members of the Police and Fire Department?,P,90569,87347,0.51,0.49,50%+1,Charter Amendment,Supervisors,https://webbie1.sfpl.org/multimedia/pdf/elections/November5_1974.pdf
N,"School Food Complex at Double Rock site, Tax",November,5,1974,11/05/1974 12:00:00 AM,"Shall the governing board of the San Francisco Unified School District plan for and lease a building as a ""Centralized Nutrition Complex for Food Processing and Student Training""; shall the maximum tax rate of the district be increased not to exceed 5 (five) cents to be in effect for years 1975-1995 to be used solely and exclusively for the complex?",P,107014,68695,0.61,0.39,50%+1,Policy Declaration,Supervisors,https://webbie1.sfpl.org/multimedia/pdf/elections/November5_1974.pdf
